#Bullet=BULLET_PARAM_ST
ID,Name,atkBullet_Id - atkBullet_Id - s32,sfxIdBullet - sfxIdBullet - s32,sfxIdHit - sfxIdHit - s32,sfxIdFlick - sfxIdFlick - s32,life - life - f32,dist - dist - f32,shootInterval - shootInterval - f32,gravityInRange - gravityInRange - f32,gravityOutRange - gravityOutRange - f32,homingStopRange - homingStopRange - f32,initVellocity - initVellocity - f32,accelInRange - accelInRange - f32,accelOutRange - accelOutRange - f32,maxVellocity - maxVellocity - f32,minVellocity - minVellocity - f32,accelTime - accelTime - f32,homingBeginDist - homingBeginDist - f32,hitRadius - hitRadius - f32,hitRadiusMax - hitRadiusMax - f32,spreadTime - spreadTime - f32,expDelay - expDelay - f32,homingOffsetRange - homingOffsetRange - f32,dmgHitRecordLifeTime - dmgHitRecordLifeTime - f32,externalForce - externalForce - f32,spEffectIdForShooter - spEffectIdForShooter - s32,autoSearchNpcThinkId - autoSearchNpcThinkId - s32,hitBulletId - hitBulletId - s32,spEffectId0 - spEffectId0 - s32,spEffectId1 - spEffectId1 - s32,spEffectId2 - spEffectId2 - s32,spEffectId3 - spEffectId3 - s32,spEffectId4 - spEffectId4 - s32,numShoot - numShoot - s16,homingAngle - homingAngle - s16,shootAngle - shootAngle - s16,shootAngleInterval - shootAngleInterval - s16,shootAngleXInterval - shootAngleXInterval - s16,damageDamp - damageDamp - u8,magicDamageDamp - magicDamageDamp - u8,fireDamageDamp - fireDamageDamp - u8,thunderDamageDamp - thunderDamageDamp - u8,staminaDamp - staminaDamp - u8,knockbackDamp - knockbackDamp - u8,shootAngleXZ - shootAngleXZ - u8,lockShootLimitAng - lockShootLimitAng - u8,isPenetrate - isPenetrate - u8,prevVellocityDirRate - prevVellocityDirRate - u8,atkAttribute - atkAttribute - u8,spAttribute - spAttribute - u8,Material_AttackType - Material_AttackType - u8,Material_AttackMaterial - Material_AttackMaterial - u8,Material_Size - Material_Size - u8,launchConditionType - launchConditionType - u8,FollowType0 - FollowType0 - u8,FollowType1 - FollowType1 - u8,FollowType2 - FollowType2 - u8,EmittePosType0 - EmittePosType0 - u8,EmittePosType1 - EmittePosType1 - u8,EmittePosType2 - EmittePosType2 - u8,IsAttackSfx - IsAttackSfx - u8,IsEndlessHit - IsEndlessHit - u8,IsPenetrateMap - IsPenetrateMap - u8,IsHitBothTeam - IsHitBothTeam - u8,IsUseShardHitList - IsUseShardHitList - u8,IsUseMultiDmyPolyIfPlace - IsUseMultiDmyPolyIfPlace - u8,attachEffectType0 - attachEffectType0 - u8,attachEffectType1 - attachEffectType1 - u8,IsHitForceMagic - IsHitForceMagic - u8,IsIgnoreSfxIfHitWater - IsIgnoreSfxIfHitWater - u8,IsIgnoreMoveStateIfHitWater - IsIgnoreMoveStateIfHitWater - u8,IsHitDarkForceMagic - IsHitDarkForceMagic - u8,IsInheritEffectToChild - IsInheritEffectToChild - u8,IsInheritSpeedToChild - IsInheritSpeedToChild - u8,IsLockModule - IsLockModule - u8,IsSearchForTarget - IsSearchForTarget - u8,IsEmittedBullet - IsEmittedBullet - u8,IsInheritLifeToChild - IsInheritLifeToChild - u8,darkDamageDamp - darkDamageDamp - u8,bulletHitType0 - bulletHitType0 - u8,bulletHitType1 - bulletHitType1 - u8,SpHomingYAngle - SpHomingYAngle - f32,rand_ShootAngleXZ - rand_ShootAngleXZ - f32,rand_ShootANgleY - rand_ShootANgleY - f32,bulletEmitter_bulletId - bulletEmitter_bulletId - s32,bulletEmitter_ShootInterval0 - bulletEmitter_ShootInterval0 - f32,bulletEmitter_InitInterval - bulletEmitter_InitInterval - f32,SpHomingYAngleForEnemy - SpHomingYAngleForEnemy - f32,bulletEmitter_ShootInterval1 - bulletEmitter_ShootInterval1 - f32,LaunchType - LaunchType - u8,LimitBulletParamId - LimitBulletParamId - u8,CounterHitType - CounterHitType - u8,IsPosHitBullet - IsPosHitBullet - u8,IsAttachAttackSfx - IsAttachAttackSfx - u8,IsSpCorrection0 - IsSpCorrection0 - u8,IsSpCorrection1 - IsSpCorrection1 - u8,IsPenetrateTarget - IsPenetrateTarget - u8,IsSpCorrection2 - IsSpCorrection2 - u8,IsDisableIntScale - IsDisableIntScale - u8,0xC3 - 0xC3 - u8,EmittePosRadius - EmittePosRadius - f32,hitObjectId - hitObjectId - s32,subLife - subLife - f32,subHomingAngle - subHomingAngle - s16,pad1 - pad1 - dummy8,lockShootCorrectionAng - lockShootCorrectionAng - f32,pad2 - pad2 - dummy8
50600702,,50600700,650633,-1,-1,18,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0.15,0,0,0,-1,9019,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600710,,50600710,650650,-1,-1,1,1,0,9.8,6,0,4,0,0,40,0,0,0,0.1,-1,0,0,0,0,0,0,0,50600711,0,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,75,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600711,,50600710,650651,-1,-1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.2,1,0,0,0,0,0,0,-1,3506090,3506091,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600720,,50600720,650640,650641,650641,1,0,0,0,0,0,80,0,0,80,0,0,0,0.3,-1,0,0,0,0,0,0,0,50600721,0,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,196,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600721,,50600721,-1,-1,-1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600730,,50600700,650630,650631,650631,1,1,0,0,9.8,0,11,0,0,40,0,0,0,0.3,-1,0,0,0,0.15,0,0,0,50600731,0,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,246,60,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600731,,50600700,-1,-1,-1,5,1,0,100,100,0,0,0,0,100,0,0,0,0.1,-1,0,0,0,0.15,0,0,0,50600732,0,0,0,0,0,5,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600732,,50600700,650632,-1,-1,18,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0.15,0,0,0,-1,9019,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600740,,50600700,650630,650631,650631,1,1,0,0,9.8,0,7,0,0,40,0,0,0,0.3,-1,0,0,0,0.15,0,0,0,50600741,0,0,0,0,0,1,0,-40,0,0,100,0,0,0,100,100,226,60,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600741,,50600700,-1,-1,-1,5,1,0,100,100,0,0,0,0,100,0,0,0,0.1,-1,0,0,0,0.15,0,0,0,50600742,0,0,0,0,0,5,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600742,,50600700,650634,-1,-1,18,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0.15,0,0,0,-1,9019,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50600980,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600981,,1,300070,-1,-1,0.03,0,0,0,0,0,60,0,0,60,0,0,0,0.25,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,-20,-40,0,0,0,0,0,0,0,5,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600982,,1,300070,-1,-1,0.03,0,0,0,0,0,60,0,0,60,0,0,0,0.25,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,-45,-40,0,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600983,,1,300070,-1,-1,0.04,0,0,0,0,0,60,0,0,60,0,0,0,0.25,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,5,0,30,0,0,0,0,0,0,236,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600984,,1,300070,-1,-1,0.04,0,0,0,0,0,60,0,0,60,0,0,0,0.25,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,-20,-5,30,0,0,0,0,0,0,251,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600985,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600986,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600987,,8,0,0,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,-1,211000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50600990,,0,650620,-1,-1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,1030,-,NaN,-
50601131,,50600131,650601,650602,650603,1,5,0,0,2.5,0,40,0,-40,40,0,0,0,0.25,-1,0,0,0,0,0,0,0,-1,113000,0,104002,100392,107623,5,0,-30,15,0,100,0,0,0,100,100,0,60,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,-,NaN,-
50601150,,50600150,650601,650602,650603,1,5,0,0,2.5,0,40,0,-40,40,0,0,0,0.1,0.25,0.07,0,0,0,0,0,0,-1,113000,0,104002,100392,107623,1,0,0,0,0,100,0,0,0,100,100,0,60,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,-,NaN,-
50601160,,1,0,-1,-1,0.3,0,0,0,0,0,12,0,0,12,0,0,0,0.25,-1,0,0,0,0,0,0,0,50600164,0,0,0,0,0,2,0,25,0,30,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601161,,1,0,-1,-1,0.3,0,0,0,0,0,12,0,0,12,0,0,0,0.25,-1,0,0,0,0,0,0,0,50600165,0,0,0,0,0,2,0,5,0,30,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601162,,1,0,-1,-1,0.3,0,0,0,0,0,12,0,0,12,0,0,0,0.25,-1,0,0,0,0,0,0,0,50600166,0,0,0,0,0,2,0,-15,0,30,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601163,,1,0,-1,-1,0.3,0,0,0,0,0,12,0,0,12,0,0,0,0.25,-1,0,0,0,0,0,0,0,50600167,0,0,0,0,0,2,0,-35,0,30,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601164,,1,0,-1,-1,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601165,,1,0,-1,-1,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601166,,1,0,-1,-1,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601167,,1,0,-1,-1,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601168,,50600160,650611,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0.3,0,0,0,-1,0,0,0,100392,107623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50601190,,1,0,-1,-1,0.2,10,0,0,0,0,16,0,0,16,16,0,0,0.25,-1,0,0,0,0.5,0,0,0,50600195,0,0,0,0,0,5,0,70,-30,5,0,0,0,0,0,0,231,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601195,,1,0,-1,-1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0.5,0,0,0,50600200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0.2,1030,-,NaN,-
50601200,,50600160,300071,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-1,0,0,0,0.5,0,0,0,-1,0,0,0,100392,107623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50600201,0.1,0.1,0,0.01,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50601201,,1,650611,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-1,0,0,0,0.5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601250,,1,0,-1,-1,0.2,10,0,0,0,0,30,0,0,15,15,0,0,0.25,-1,0,0,0,0,0,0,0,50600255,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,241,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601251,,1,0,-1,-1,0.2,10,0,0,0,0,20,0,0,15,15,0,0,0.25,-1,0,0,0,0,0,0,0,50600256,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,246,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601252,,1,0,-1,-1,0.2,10,0,0,0,0,12,0,0,15,15,0,0,0.25,-1,0,0,0,0,0,0,0,50600257,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,251,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601253,,1,0,-1,-1,0.2,10,0,0,0,0,10,0,0,15,15,0,0,0.25,-1,0,0,0,0,0,0,0,50600258,0,0,0,0,0,1,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601254,,1,0,-1,-1,0.2,10,0,0,0,0,5,0,0,15,15,0,0,0.25,-1,0,0,0,0,0,0,0,50600259,0,0,0,0,0,1,0,-50,0,0,0,0,0,0,0,0,5,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601255,,1,0,-1,-1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601256,,1,0,-1,-1,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601257,,1,0,-1,-1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601258,,1,0,-1,-1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601259,,1,0,-1,-1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,0,0,0,0,0,50600260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601260,,1,300071,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1.5,-1,0,0,0,0.3,0,0,0,-1,0,0,0,100392,107623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50600261,0.1,0.1,0,0.01,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50601261,,1,650611,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2.5,-1,0,0,0,0.3,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1030,-,NaN,-
50601700,,50600700,650630,650631,650631,1,1,0,0,9.8,0,25,0,0,40,0,0,0,0.3,-1,0,0,0,0.15,0,0,0,50600701,0,0,0,0,0,1,0,36,0,0,100,0,0,0,100,100,226,60,0,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50601701,,50600700,-1,-1,-1,5,1,0,100,100,0,0,0,0,100,0,0,0,0.1,-1,0,0,0,0.15,0,0,0,50600702,0,0,0,0,0,5,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
50601702,,50600700,650633,-1,-1,18,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0.15,0,0,0,-1,9019,0,0,0,0,1,0,0,0,0,100,0,0,0,100,100,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,6,-,NaN,-
